,sentence,nmb_sent,author,title,nmb_text
2,"Героям фильма,  а теперь  и  книги,  довелось  жить  и  принимать  решения  в  эпоху  передела собственности.",3,Александр Белов,Бои без правил,47
3,"Во времена, когда на сложные вопросы даются  простые ответы с помощью кулаков и пистолета ТТ...       1989 год, Памир       Дембель неизбежен, как мировая революция.",4,Александр Белов,Бои без правил,47
4,А еще дембель -- это праздник.,5,Александр Белов,Бои без правил,47
5,"Настоящий, как Новый год. Вот ждешь его, ждешь, маешься, считаешь денечки, и кажется уже, что вся радость твоя ушла в это самое ожиданье, как вода в песок.",6,Александр Белов,Бои без правил,47
0,"   БРИГАДА -- 2      End      Анонс       Они стали одной  семьей -- Бригадой, и  мир окончательно разделился  на своих и чужих.",1,Александр Белов,Битва за масть,48
1,"Это для Белова и  его друзей существуют  свобода, равенство и братство,  завоеванные  в  ходе   Великой  криминальной  революции,  но  для конкурентов  они --  захватчики.",2,Александр Белов,Битва за масть,48
2,"А завоевать легче, чем удержать: тот,  кто держит масть, постоянно находится под ударом...       Часть I      ВЕСНА 1991 ГОДА      ЛЮДИ ГИБНУТ ЗА МЕТАЛЛ  I       Ехали-ехали и, наконец,  доехали.",3,Александр Белов,Битва за масть,48
3,Фашисты  под Москвой!,4,Александр Белов,Битва за масть,48
4,"Двое фрицев на мотоцикле,   не  торопясь,  словно  у  себя  дома,  катили  по  подмосковной проселочной  дороге.",5,Александр Белов,Битва за масть,48
5,"Один  из них, водитель  в очках-консервах, изо всех сил вцепился в руль, стараясь  удержаться  в разбитой колее.",6,Александр Белов,Битва за масть,48
0,  КНИГА 3  БРИГАДА -- 3   * Часть 1 *       ПОСЛЕДНЕЕ ПРЕДУПРЕЖДЕНИЕ       Анонс       Существует ли  братство  по криминалу?,1,Александр Белов,Преданный враг,49
1,Только на  первый  взгляд!,2,Александр Белов,Преданный враг,49
2,"Чем дальше, тем больше  отдаляются  друг  от друга  члены  Бригады.",3,Александр Белов,Преданный враг,49
3,"Между  ними начинается скрытая борьба: за власть, за деньги, за право принимать решения.",4,Александр Белов,Преданный враг,49
4,"И  невидимая  рука  насилия,  которому  они  служат, начинает  разрушать  их самих...  I       Подача у  Белова получилась сильной  и  точной -- мяч лег точнехонько в самый угол  квадрата.",5,Александр Белов,Преданный враг,49
5,"Увидев это, он рванулся  к  сетке,  но  его соперник, пожилой, но  поджарый  и крепкий седовласый  мужчина,  без  видимого  усилия достал  мяч и ответил  неожиданным длинным  кроссом.",6,Александр Белов,Преданный враг,49
6,Саше оставалось  только проводить безнадежный мяч растерянным взглядом.,7,Александр Белов,Преданный враг,49
0,"                                  Наша житейская ярмарка тщеславия свершается                             на  площади,  окруженной  четырьмя  зданиями -                             больницей, сумасшедшим  домом,  богадельней  и                             тюрьмой.",1,Чингиз Абдуллаев,Срок приговоренных,5
1,Жильбер Сесброн.,2,Чингиз Абдуллаев,Срок приговоренных,5
2,"""Счастье по пустякам""      Я расскажу вам эту историю так, как  она  произошла.",3,Чингиз Абдуллаев,Срок приговоренных,5
3,"Ни  прибавляя  ни слова, ничего не придумывая.",4,Чингиз Абдуллаев,Срок приговоренных,5
4,Да  это  и  ни  к  чему.,5,Чингиз Абдуллаев,Срок приговоренных,5
5,"Сама  по  себе  она настолько драматична, что сочинить ее можно только  в  бреду.",6,Чингиз Абдуллаев,Срок приговоренных,5
6,"Сейчас  мне даже кажется, что все произошедшее  настолько  невероятно,  что  некоторые детали я начинаю додумывать - если уж фантастика, то пусть ею и будет.",7,Чингиз Абдуллаев,Срок приговоренных,5
7,Но и это зря - в жизни вероятным оказалось самое  невероятное.,8,Чингиз Абдуллаев,Срок приговоренных,5
8,"Фатум  судьбы или воля провидения, а может быть, направляющая рука Господа, в которого я начал в последнее время верить, выстроили  события  именно  так,  как  они произошли.",9,Чингиз Абдуллаев,Срок приговоренных,5
0,"   БРИГАДА -- 4       Книга четвертая      1997-1998   * Часть 1 *       НАЕЗД       Анонс       Дорога криминала, которую  выбрал Александр Белов, привела его на  край пропасти.",1,Александр Белов,Последний выстрел,50
1,"Все понты  ""красивой  жизни"",  власть и  деньги  не  сделали  его счастливым.",2,Александр Белов,Последний выстрел,50
2,"Он потерял все,  что было  ему  дорого  лишился матери, пережил убийство  друзей.",3,Александр Белов,Последний выстрел,50
3,"Что  делать,  смирится с положением  вещей или  отомстить негодяям и погибнуть?",4,Александр Белов,Последний выстрел,50
4,"Как говорили древние: судьба -- это необходимость...  I       Больше года  минуло с того дня, когда Фил очутился в палате реанимации.",5,Александр Белов,Последний выстрел,50
5,Больше  года  проливала слезы у  постели неподвижного мужа Тамара.,6,Александр Белов,Последний выстрел,50
6,И  больше года Белый искал возможности отомстить Кордону.,7,Александр Белов,Последний выстрел,50
7,"Это желание оказалось настолько сильным, что  даже оттеснило на  второй план  беспокойство  о судьбе друга.",8,Александр Белов,Последний выстрел,50
0,         Примечания       1  Джаич  -- в прошлом известный югославский футболист.,1,Михаил Березин,Пляска дервиша,51
1,2  S-Bahn  (нем.)  --  городское  надземное метро.,2,Михаил Березин,Пляска дервиша,51
2,3 Feierabend (нем.) -- время после окончания рабочего дня.,3,Михаил Березин,Пляска дервиша,51
3,"4 Datenschutzgesetz (нем.) -- закон о защите информации, носящей личный характер.",4,Михаил Березин,Пляска дервиша,51
4,5   капэпэшники   --  от  абревиатуры  КПП (контрольно-пропускной пункт).,5,Михаил Березин,Пляска дервиша,51
5,"6   Gastaedtte   (нем.)    --    столовая, забегаловка.",6,Михаил Березин,Пляска дервиша,51
6,"7  Бастинда  и  Гингема -- персонажи сказки ""Волшебник из страны Оз"".",7,Михаил Березин,Пляска дервиша,51
7,"Популярность: 33, Last-modified: Wed, 17 Jun 1998 18:00:23 GMT",8,Михаил Березин,Пляска дервиша,51
0,"    Я сидел в своем персональном кабинете на девятом этаже здания ""Гвидона""1 и бился над отчетом о первом расследовании нашего детективного бюро.",1,Михаил Березин,"Пришла беда, откуда не ждали",52
1,"Учитывая специфику ситуации, отчет имел форму романа.",2,Михаил Березин,"Пришла беда, откуда не ждали",52
2,"Вернее, должен был бы иметь.",3,Михаил Березин,"Пришла беда, откуда не ждали",52
3,"Я переделывал его бессчетное количество раз, а чувство удовлетворения все не наступало.",4,Михаил Березин,"Пришла беда, откуда не ждали",52
4,"Оснастили меня основательно: реквизировали у руководителя нашего издательского отдела Васельцова один из компьютеров с текстовым процессором, который он до сих пор, очевидно, оплакивает, лазерный принтер фирмы ""Хьюлет-Паккард"", мелованную бумагу, а также снабдили кучей справочников и всевозможными картами Берлина.",5,Михаил Березин,"Пришла беда, откуда не ждали",52
5,Пиши - не хочу.,6,Михаил Березин,"Пришла беда, откуда не ждали",52
6,"Думаю, не один маститый писатель бы позавидовал.",7,Михаил Березин,"Пришла беда, откуда не ждали",52
7,А меня подобный уровень экипировки вгонял в тоску.,8,Михаил Березин,"Пришла беда, откуда не ждали",52
0,"      Сейчас в Лорет де Мар, как и на всем побережье   Испании, полно русских.",1,Михаил Березин,Кругом - сплошная ложь,53
1,"Несколько же лет назад  завоевание средиземноморских курортов ""Ермаком""  только начиналось...     ГЛАВА  1         Буэнос диас1!",2,Михаил Березин,Кругом - сплошная ложь,53
2,Залитый солнцем Лорет де Мар лежит перед моими глазами.,3,Михаил Березин,Кругом - сплошная ложь,53
3,А за ним раскинулось изумрудное Средиземное море.,4,Михаил Березин,Кругом - сплошная ложь,53
4,Очень милый город этот Лорет.,5,Михаил Березин,Кругом - сплошная ложь,53
5,Масса бассейнов и баров с прохладительными напитками.,6,Михаил Березин,Кругом - сплошная ложь,53
6,"А по вечерам к вашим услугам дискотеки, рестораны, гольф-клубы, кегельбаны, залы игровых автоматов и многое, многое другое.",7,Михаил Березин,Кругом - сплошная ложь,53
7,Неподалеку от ресторанов стоят зазывалы с рекламными проспектами и пристают к прохожим.,8,Михаил Березин,Кругом - сплошная ложь,53
8,"Можно чудесно провести время, если есть деньги.",9,Михаил Березин,Кругом - сплошная ложь,53
9,Но как раз с деньгами у меня не густо.,10,Михаил Березин,Кругом - сплошная ложь,53
0,"       Место действия, события, персонажи -      игра воображения автора.",1,Бетси Блейд,Ловушка для солнца,54
1,1       Внезапно раздавшийся оглушительный трезвон прервал пленительное парение в  заоблачных высях.,2,Бетси Блейд,Ловушка для солнца,54
2,"Незримая катапульта  за тысячную долю секунды сбросила Эмилию с небес на землю, а проще говоря, вынудила  вскочить с постели.",3,Бетси Блейд,Ловушка для солнца,54
3,"Хотя Эмилия  все еще и находилась во власти Морфея, но мозг ее уже успел получить вполне осознанный сигнал о том, что не  лазоревый свод вдруг, ни с того ни с сего, специально разверзся, дабы избавиться от  инородного ... а  именно ее, Эмилии, собственного,  такого родного  и близкого!..",4,Бетси Блейд,Ловушка для солнца,54
4,"тела, нарушившего своим нежелательным   вторжением   природную   гармонию.",5,Бетси Блейд,Ловушка для солнца,54
5,Причина   была   вполне прозаической.,6,Бетси Блейд,Ловушка для солнца,54
6,Современной.,7,Бетси Блейд,Ловушка для солнца,54
0,"       Автор  этой детективной  повести не  писатель-профессионал,  а  ученый, хорошо известный в научных кругах.",1,Леонид Бобров,Нас было тринадцать,55
1,По его просьбе подлинная фамилия заменена здесь псевдонимом.,2,Леонид Бобров,Нас было тринадцать,55
2,"ГЛАВА I       Нас было  тринадцать,  нет,  тогда еще  только двенадцать,  сотрудников физической лаборатории, затерянной в пустынных горах Западного  Памира.",3,Леонид Бобров,Нас было тринадцать,55
3,"Зима наступала, извещая о своем приближении ураганными ветрами, ночными морозами, внезапными вихрями мокрого снега и града.",4,Леонид Бобров,Нас было тринадцать,55
4,Обед только  что кончился.,5,Леонид Бобров,Нас было тринадцать,55
5,В нашей столовой-библиотеке- комнате отдыха было тепло и уютно.,6,Леонид Бобров,Нас было тринадцать,55
6,Расходиться не хотелось.,7,Леонид Бобров,Нас было тринадцать,55
7,Я подошел к столу.,8,Леонид Бобров,Нас было тринадцать,55
8,Темные тучи неслись почти над крышей  нашего  дома.,9,Леонид Бобров,Нас было тринадцать,55
9,Изредка сквозь разрывы  проглядывал бледно- оранжевый диск  солнца.,10,Леонид Бобров,Нас было тринадцать,55
10,"Завыл ветер, и крупные градины  забарабанили по стеклу.",11,Леонид Бобров,Нас было тринадцать,55
0,"        Г.М.Брянцев   (1904-1960)   -   советский  писатель,   известный  автор военно-приключенческих повестей и рассказов.",1,Георгий Михайлович Брянцев,По тонкому льду,56
1,Книга посвящена работе советских чекистов в предвоенные и военные годы.,2,Георгий Михайлович Брянцев,По тонкому льду,56
2,Содержание       Часть первая      Дневник лейтенанта Трапезникова       Часть вторая      Записки майора Брагина       1.,3,Георгий Михайлович Брянцев,По тонкому льду,56
3,Так было      2.,4,Георгий Михайлович Брянцев,По тонкому льду,56
4,"Как и раньше, мы вместе      3.",5,Георгий Михайлович Брянцев,По тонкому льду,56
5,Наше появление в Энске      4.,6,Георгий Михайлович Брянцев,По тонкому льду,56
6,Первые дни      5.,7,Георгий Михайлович Брянцев,По тонкому льду,56
7,Меня хочет видеть Перебежчик      6.,8,Георгий Михайлович Брянцев,По тонкому льду,56
8,Энское подполье      7.,9,Георгий Михайлович Брянцев,По тонкому льду,56
9,Первые провалы      8.,10,Георгий Михайлович Брянцев,По тонкому льду,56
10,Человек с пятнышком      9.,11,Георгий Михайлович Брянцев,По тонкому льду,56
11,Наперсток и Аристократ      10.,12,Георгий Михайлович Брянцев,По тонкому льду,56
12,У Солдата новости      11.,13,Георгий Михайлович Брянцев,По тонкому льду,56
13,У Аристократа тоже новости      12.,14,Георгий Михайлович Брянцев,По тонкому льду,56
14,Визит к Пейперу      13.,15,Георгий Михайлович Брянцев,По тонкому льду,56
15,Ошибка доктора      14.,16,Георгий Михайлович Брянцев,По тонкому льду,56
16,Заседание горкома      15.,17,Георгий Михайлович Брянцев,По тонкому льду,56
17,Новогодний вечер      16.,18,Георгий Михайлович Брянцев,По тонкому льду,56
18,Геннадий нервничает      17.,19,Георгий Михайлович Брянцев,По тонкому льду,56
19,Сюрпризы      18.,20,Георгий Михайлович Брянцев,По тонкому льду,56
20,Доктора нет      19.,21,Георгий Михайлович Брянцев,По тонкому льду,56
21,Наши будни      20.,22,Георгий Михайлович Брянцев,По тонкому льду,56
0,               Военные Приключения.,1,Георгий Михайлович Брянцев,Клинок эмира,57
1,"ВОЕННОЕ ИЗДАТЕЛЬСТВО                       МИНИСТЕРСТВА ОБОРОНЫ СССР                             МОСКВА - 1964  P2 Б89       Военно-приключенческие повести  Г.  M  Брянцева,  публикуемые   в двухтомнике,  посвящены  деятельности  советских  чекистов в довоенное время и в годы Великой Отечественной войны.",2,Георгий Михайлович Брянцев,Клинок эмира,57
2,Автор повестей  Георгий Михайлович Брянцев (1904-1960) родился на Северном Кавказе в станице  Александрийской.,3,Георгий Михайлович Брянцев,Клинок эмира,57
3,В  1925  году  он  начал военную  службу  и  до 1951 года находился в рядах Советской Армии.,4,Георгий Михайлович Брянцев,Клинок эмира,57
4,В 1942-43 гг.  участвовал в  партизанском  движении  в  Брянских  лесах.,5,Георгий Михайлович Брянцев,Клинок эмира,57
5,Неоднократно  выполнял  в  тылу  врага  задания командования Брянского фронта и Орловского обкома партии.,6,Георгий Михайлович Брянцев,Клинок эмира,57
6,"Был награжден орденом Ленина, двумя орденами  Красного  Знамени,  орденом  Красной  Звезды,  орденом  Знак Почета,  медалями ""За боевые заслуги"", ""Партизану Отечественной войны"" 1  степени,  ""За  победу  над  Германией в Великой Отечественной войне 1941-1945 гг."",  ""За доблестный труд  в  Великой  Отечественной  войне 1941-1945 гг."", знаком заслуженного чекиста.",7,Георгий Михайлович Брянцев,Клинок эмира,57
0,"                    Военные Приключения                  ВОЕННОЕ ИЗДАТЕЛЬСТВО                       МИНИСТЕРСТВА ОБОРОНЫ СССР                             МОСКВА - 1964     * ЧАСТЬ ПЕРВАЯ *   ""ОСИНОЕ ГНЕЗДО""  1.",1,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
1,СВЯЗНИК ГАУПТМАНА ГЮБЕРТА       Телефонный звонок дошел наконец до моего сознания.,2,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
2,Я  вскочил  и подбежал  к  аппарату.,3,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
3,В  окне  уже  брезжил рассвет.,4,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
4,Вызывал к себе подполковник Фирсанов.,5,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
5,"Хотя за год  войны  пора  было  привыкнуть  ко всяким   неожиданностям,  я  все  же  встревожился  -  фронт  проходил недалеко,  всего в полусотне километров  отсюда.",6,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
6,"С  вечера,  когда  я отправлялся  на  квартиру,  никаких  непредвиденных заданий для меня в штабе партизанского движения как будто не  намечалось.",7,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
7,"Наоборот,  мне приказали  сутки  не  появляться  в  штабе,  пока не закончу обработку материалов,  которые собрал  во  время  своей  недавней  ходки  в  тыл противника.",8,Георгий Михайлович Брянцев,"Конец ""Осиного гнезда""",58
0,Роман.,1,Братья Вайнеры,Эра Милосердия,59
1,"Минск, ""Юнацтва"", 1987.",2,Братья Вайнеры,Эра Милосердия,59
2,Художник: В.В. Шатунов.,3,Братья Вайнеры,Эра Милосердия,59
3,"OCR: М.Школьникова to:vysotsky@mail.ru, 1995-1999 Популярность: 750, Last-modified: Thu, 04 Jan 2001 12:11:04 GMT",4,Братья Вайнеры,Эра Милосердия,59
0,"                               Самая жестокая тирания - та, которая выступает                          под сенью законности и под флагом справедливости.",1,Чингиз Абдуллаев,Тень Ирода,6
1,"Шарль Монтескье                              Лучше быть свиньей Ирода, чем его сыном.",2,Чингиз Абдуллаев,Тень Ирода,6
2,Октавиан Август Цезарь    ЧАСТЬ ПЕРВАЯ.,3,Чингиз Абдуллаев,Тень Ирода,6
3,"ВОЗВРАЩЕНИЕ ДРОНГО                     Когда же Иисус родился в Вифлееме Иудейском во дни царя                 Ирода, пришли в Иерусалим волхвы с востока и говорят:                    - Где родившийся Царь Иудейский?",4,Чингиз Абдуллаев,Тень Ирода,6
4,Ибо мы  видели  звезду                 Его на востоке и пришли поклониться Ему.,5,Чингиз Абдуллаев,Тень Ирода,6
5,"Услышав это, Ирод царь встревожился, и весь Иерусалим с                 ним.",6,Чингиз Абдуллаев,Тень Ирода,6
6,"И собрав всех первосвященников  и  книжников  народных,                 спрашивал у них: где должно родиться Христу?",7,Чингиз Абдуллаев,Тень Ирода,6
7,"Они же сказали  ему:  в  Вифлееме  Иудейском,  ибо  так                 написано чрез пророка:                    ""И ты, Вифлеем, земля Иудина, ничем не меньше воеводств                 Иудиных; ибо из  тебя  произойдет  Вождь,  Который  упасет                 народ мой Израиля"".",8,Чингиз Абдуллаев,Тень Ирода,6
0,"--      43-60       ...Да,  их  было,  несомненно, трое  --  три  салата, три осетрины, три горячих, три кофе, три мороженых.",1,Братья Вайнеры,"Я, следователь...",60
1,Это  было  для  меня полной неожиданностью.,2,Братья Вайнеры,"Я, следователь...",60
2,"Почему-то я  все время был уверен, что в  автомобиле ехало только два человека.",3,Братья Вайнеры,"Я, следователь...",60
3,И вдруг выплыл  третий.,4,Братья Вайнеры,"Я, следователь...",60
4,"Да,  это удар  по всем моим версиям.",5,Братья Вайнеры,"Я, следователь...",60
5,"Если об одном хоть  что-то  известно -- имя,  служба  в армии вместе с Корецким, второй появился вообще  как черт из машины.",6,Братья Вайнеры,"Я, следователь...",60
6,"Хорошо,  начнем с Отари.",7,Братья Вайнеры,"Я, следователь...",60
7,"Я  позвонил в  гостиницу, попросил поднять списки  проживающих  и  найти паспортные данные всех людей по  имени  Отари, которые  были пропитаны в гостинице в последнюю декаду августа.",8,Братья Вайнеры,"Я, следователь...",60
0,"-  1       ...Мир вокруг меня был  объят  серой пеленой, и я  знал  твердо, что за дымно клубящимся сводом - сон, а здесь, внутри бесплотного шатра, за которым плыла  нереальность,  здесь  была  явь.",1,Братья Вайнеры,Завещание Колумба,61
1,"Был гладкоструганый  сосновый  стол, тонкий  чайный  стакан,  над  которым  я  постепенно  сдвигал  дрожащие   от напряжения ладони, - и стакан оживал, еле заметно начинал двигаться, и когда ток  крови с ревом зашумел во  мне, стакан  оторвался  от  стола  и  повис в воздухе...      Стакан висел, удерживаемый  только  моей волей, и ощущение необычайного счастья,  чувство  огромной  внутренней   силы  затопило  меня,  я  вспомнил название, имя этой силе и  закричал  освобождение -  телекинез!!!",2,Братья Вайнеры,Завещание Колумба,61
2,"- и стакан ерзливо  выскользнул из моих разомкнутых ладоней и  с  пронзительным  звоном полетел  вниз,  разлетаясь  на  куски  еще  до того, как ударился об  пол  и выбросил меня из  моего  отчетливого убежища яви в  мутную облачность сна, и только непрерывный  звон сопровождал меня  на всем долгом пути,  пока я плыл наверх через бесконечную толщу видений из своего затопленного батискафа яви, где я владел волшебной силой телекинеза.",3,Братья Вайнеры,Завещание Колумба,61
0,-       Мой муж  знает все.,1,Георгий Вайнер,Бес в ребро,62
1,"Фигурально выражаясь,  конечно.",2,Георгий Вайнер,Бес в ребро,62
2,"Наверное, никто не знает  всего.",3,Георгий Вайнер,Бес в ребро,62
3,"Но объем сведений средней  энциклопедии  рационально и надежно размещен  в  его  голове  -  суховатой,  ладно  посаженной,  всегда  красиво подстриженной и причесанной.",4,Георгий Вайнер,Бес в ребро,62
4,"Этих сведений  у него,  наверное,  чуть меньше, чем  в Большой энциклопедии,  но уж наверняка  больше, чем  в  Малой.",5,Георгий Вайнер,Бес в ребро,62
5,И  это совсем   неплохо   -   держать   в   голове   средний   универсальный   свод систематизированных знаний.,6,Георгий Вайнер,Бес в ребро,62
6,"Будь у меня больше времени, любознательности  и ума, я бы за пятнадцать лет,  прожитых  совместно  с  Витечкой, сама  успела  стать энциклопедически сведущей девушкой - легко, естественно, необременительно, как обучаются люди во сне иностранным языкам.",7,Георгий Вайнер,Бес в ребро,62
0,"  сказал Тихонов,  --  это человеческая честность.",1,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
1,"Хотя бы потому, что я могу через  минуту получить пулю в живот.",2,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
2,"И если это случится, то потом его расстреляют.",3,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
3,Лиза молчала.,4,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
4,"Стас отпустил ее и повернулся к товарищам:      -- Топаем наверх, Шарапов.",5,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
5,"Открой только дверь  лифта, чтобы кто-нибудь не вызвал сверху.",6,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
6,"Когда  они уже были на площадке  второго  этажа, Лиза свистящим шепотом сказала:      -- Стойте.",7,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
7,"Стойте, Тихонов!",8,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
8,"Стас перегнулся через перила, холодно спросил:      -- Что?",9,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
9,--  У  него  пистолет есть.,10,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
10,"""Вальтер"".",11,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
11,"И он, наверное, с ним никогда не расстается.",12,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
12,Я видела его... Тихонов обернулся к Шарапову.,13,"Аркадий Александрович Вайнер, Георгий Александрович Вайнер",Часы для мистера Келли,63
0,"  такси ММТ 52-51 задержаны  Лакс Владимир  и  Юронис Альбинас,  объявленные  в  розыск, сводкой No 17 от 21 июня 1967 года.",1,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
1,Задержанные сознались в угоне автомашины и убийстве Попова.,2,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
2,"Высылайте конвой либо постановление на арест и этапирование"".",3,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
3,"Владимир Лакс       В голове оглушительно громко гудело, все время сохли губы, глаза резало от яркого солнечного  света, и  не  проходило  ощущение, будто я много-много дней не  спал.",4,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
4,"Я тяжело, как  пьяный, ворочал языком, односложно отвечая на все вопросы -- да, нет.",5,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
5,Запираться не было смысла -- они нас задержали не за угон машины.,6,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
6,Они  нас задержали  как убийц.,7,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
7,И я уже  все рассказал.,8,"Вайнер Аркадий Александрович, Вайнер Георгий Александрович",Двое среди людей,64
0,- А когда он вам про Иконникова сказал -- до этой встречи или после?,1,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
1,-- За несколько дней до этого.,2,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
2,-- При каких обстоятельствах?,3,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
3,--  Ни  при  каких  --  на  улице.,4,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
4,"Встретились,  остановились -- какие новости?",5,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
5,"Ну, вот он и рассказал.",6,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
6,"--  А  вы не можете поточнее вспомнить, что именно?..",7,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
7,Дзасохов покачал головой:      -- Не помню.,8,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
8,Я ведь обычно в его брехню не слишком-то вслушиваюсь.,9,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
9,"-- Что он за человек, этот Содомский?",10,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
10,"-- Так, -- сделал  неопределенный жест Дзасохов.",11,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
11,-- Живет -- хлеб жует.,12,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
12,Человек как человек.,13,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
13,Распространяет театральные билеты.,14,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
14,"-- Я  заметил, что вы о нем говорили  без малейшего почтения, -- сказал я, и Дзасохов улыбнулся.",15,"Аркадий Вайнер, Георгий Вайнер",Визит к Минотавру,65
0,      Все проходит.,1,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
1,И та ночь прошла.,2,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
2,И бездна лет утекла.,3,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
3,"До сего дня, когда проснулась во мне  ядовитая фасолька по имени Тумор.",4,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
4,И предстоит встреча с Магнустом.,5,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
5,А я уже побрился.,6,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
6,"Трещит, разрывается  телефон.",7,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
7,"Марина  шипит из коридора: - Тебя  Майка спрашивает...      Все,  надо собираться,  надо ехать.",8,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
8,"Язык пересох,  опух,  зашершавился.",9,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
9,Выпить необходимо.,10,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
10,Скорее.,11,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
11,"Боль в  груди  тонко  звякнула и  екнула,  ухнула,  заголосила во  мне, проснулась, выпросталась из обморочного забытья той далекой страшной ночи.",12,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
12,Тумор.,13,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
13,"Фасолька  лопается,  прорастает  во мне  стальными  створочками.",14,"Аркадий Вайнер, Георгий Вайнер",Евангелие от палача,66
